,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
859,860,"Plastic Beaute Strainer - Decorative, Assorted Colour 1 pc 17 cm",65.0,60.0,3.7,All Time,"Kitchen, Garden & Pets","Straining is an everyday task in most kitchens, for which a tough, durable, easy-to-clean and maintain strainer is a necessity. All-Time Strainers are made of premium food-grade plastic that are elegant, tough and durable. Their innovative scoop design and handles with fissures prevent spillage while pouring and filtering. The strainer is a heavy duty which is suitable for both home and commercial use. They are resistant to rust and easy to store.",3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
860,861,Glass Dessert Bowl,408.0,349.0,4.1,DP,"Kitchen, Garden & Pets","This glass bowl is suitable for serving sweets, dry fruits, munchies in it. It is composed using high-quality glass material which ensures to be strong, durable and sturdy. The minimalistic design ensures that the bowl can be kept in the middle of your dining table and be used for gifting purchase also.",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
861,862,Fields Of Gold - Red Rice,99.0,96.03,4.0,PRISTINE,"Foodgrains, Oil & Masala",Red Rice is the most referred rice in the ancient Ayurvedic text as Raktasali in Charaka and other Samhitas. It provides a variation to the meal. Pristine is a pioneer in manufacturing organic and nutritional products using a variety of diverse crops.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
862,863,Disinfectant Floor Cleaner,280.0,235.0,3.9,Domex,Cleaning & Household,"Domex Disinfectant Floor Cleaner kills all germs including bacteria, virus and fungi which live on the surfaces in your house thus, protecting your family against infection. It helps in keeping your home fresh, clean, and germ-free. This disinfecting floor cleaner contains Sodium Hypochlorite as recommended by Leading Health Organisations for disinfecting surfaces in-home and institutional facilities. The powerful bleach-based formula disinfects the floor and makes them safe. Domex Disinfectant Floor Cleaner can be used to clean ceramic tiles, floorings, and hard floors, leaving everything fresh and sparkling clean. It helps in removing tough stains on surfaces to make them look sparkling clean and kills germ safely. This disinfecting floor cleaner is suitable for daily use to keep your home clean, disinfected, and safe.
Domex Disinfectant Floor Cleaner is brought to you by Domex Masterbrand family which has been providing effective sanitation to people across the globe for nearly 100 years. Over the years, in over 35 countries globally, Domex has provided families with protection from harmful germs. Domex is committed to raising hygiene standards by improving general health and safety standards in communities around the world.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
863,864,Argan Oil - Body Butter,550.0,550.0,2.7,XPEL,Beauty & Hygiene,"Argan Oil Body Butter Has Been Formulated To Smooth, Soften And Moisturize The Skin. The Rich Formula Combines A Blend Of Argan Oil, Shea Butter And Vitamin E. Imported From The Uk  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
864,865,Lemon and Active Salt Dishwash Cleaning Gel,125.0,125.0,5.0,Giffy,Cleaning & Household,"Giffy dishwash gel is packed with the benefits of 2 ingredients - Lemon and Active Salt. Giffy cleans 2X faster than ordinary dishwash liquids, as per independent lab study. The natural ingredients make it effective even on tough stains, but gentle on your hands. Washes off easily with no residue or white patches, leaving utensils with a fresh, clean smell.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
865,866,Platinum Active-Shield Disinfectant Toilet Cleaner Liquid - Lavender,99.0,99.0,4.3,Harpic,Cleaning & Household,"Harpic Platinum Active shield combines the powerful stain removal of Harpic with revolutionary stain-resistant technology that prevents stains from sticking by forming a protective non-stick layer and keeps your toilet cleaner for longer. Use the New Harpic platinum active-shield for a toilet that is not just clean, but also stays clean, for up to 100 flushes! Always use Harpic toilet cleaner separately. Do not mix with other products.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
866,867,Dranex Drain Cleaner,135.0,128.0,4.3,Kiwi,Cleaning & Household,"Cleans blocked drainpipes
Melts kitchen grease and hair",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
867,868,Chocolate Sprinkle,75.0,67.5,4.3,Puramate,Gourmet & World Food,"Put the finishing touch on all of your fun and festive baked treats with these chocolate sprinkles! Perfect
for a consistent product that's sure to please you. Sprinkle these tiny, thin, rod-shaped confections into
your signature cookie batter, top a flavorful ice cream sundae, or use them to garnish frosted
cupcakes. Can also be sprinkled on cake pops, cookies, cakesicles and more.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
868,869,XX3 Cologne Spray - For Men,250.0,175.0,4.0,Engage,Beauty & Hygiene,"EAN Code: 8901725952204  Country of origin: India  Manufacturer Name & Address: ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071  Marketed by: ITC Ltd.  Virginia House  37 J.L. Nehru Road  Kolkata - 700 071  Best before __PSL__days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
869,870,Walker Toffee N Pecan 150G,349.0,279.2,2.3,Walkers,Gourmet & World Food,"These Luxury biscuits are baked in the secluded village of Aberlour, Speyside,in the heart of the Scottish Highlands.They are produced to a traditional recipe to which we have added liberal amounts of pecan nuts and toffee pieces.Walkers personally guarantee that this product is made using only the finest ingredients possible to obtain and contains no artificial colours, flavourings or preservatives.",2.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
870,871,"Anti Dandruff Conditioner - With Tea Tree & Ginger Oil, For Dandruff Free Hair",349.0,349.0,4.5,Mamaearth,Beauty & Hygiene,"Stimulate and renew your hair with an outlandish mix of Tea Tree and Ginger Oil that helps in reducing itch & irritation while contributing to the shine and smoothness of the hair and soothing dryness and itchiness. Mamaearth Tea Tree Conditioner is made using natural ingredients and makes sure that dandruff and excess oil are gently worked on & removed. Coconut oil present in the conditioner works like magic on dry and brittle scalp, making hair soft and smooth. Almond Oil nourishes and moisturises hair while adding shine. Ginger Oil contributes to the health of the hair and soothes dryness. Safe for coloured and chemically treated hair, this conditioner is free of harmful chemicals and toxins such as Silicones, Parabens, Mineral Oil, & Dyes.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
871,872,Sunrise Extra Sachet,680.0,680.0,4.0,Nescafe ,Beverages,"Nescafe Sunrise Extra Sachet is a refreshing instant coffee. It is made with the blends of 70% coffee and 30% chicory that are slow-roasted to achieve the signature aroma. Awaken your mind and body with the intense taste and wonderfully refreshing aroma of this coffee. This coffee mix is an excellent way to kick start the day. It is easy to make without any hassle. Perfect for everyday use as a part of your balanced lifestyle. It does not contain any added preservatives, colour or artificial flavours.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
872,873,Sugar Free Digestive Cookies - Natural Fig Biscotti,100.0,100.0,3.8,Sugarless Bliss,Gourmet & World Food,"Sugarless Bliss digestive cookies - natural fig biscotti are fortified with vitamins and minerals. It contain zero cholesterol, no trans fat and prebiotic. Suitable for diabetics and dieters.",3.7999999999999994,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
873,874,Namkeen - Corn Mixture,65.0,65.0,3.7,Sanjay ,Snacks & Branded Foods,Made with Cornflakes & groundnuts,3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
874,875,Signature Gold Temptation,250.0,200.0,3.0,Axe,Beauty & Hygiene,"Introducing the Signature Gold Temptation, No Gas Body Deodorant by Axe– the World’s #1 Male Deodorant brand. Crafted with exotic nutmeg, praline and musk, this deo is the perfect fragrance for you to experience the luxurious finer moments of life. Make special occasions extraordinary. Pick your signature  Axe fragrance from the unique collection of fragrances- Corporate, Rogue, Suave, Mysterious, Maverick and many more. 
Hold the can straight up about 15cms away from your body, and spray. It’s simple! You don't need to get worked up about using it on your body because it’s totally safe to spray the Axe Gold Temptation No Gas Body Deodorant directly onto your skin. With a wide range of body deodorants from smooth to exotic to fresh and other male grooming products, Axe is your wingman for all your daily grooming needs.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
875,876,Gluten-Free Singhara Atta,259.0,259.0,4.7,Graminway,Gourmet & World Food,"Graminway Singhara Atta is flour made from water chestnut seeds. It is widely used in fasting in the northern part of India. It is gluten-free with a glycemic index of 60. Singhara Atte ki Poori and Halwa are consumed when fasting, especially during Navratra. Singhara has antioxidant property, Singhara atta is high in fibre and this is also gluten-free flour. At Graminway, we believe that everyone deserves to live a full and healthy life. The intake of our food supplements will provide a good foundation for a healthy lifestyle. We are committed to providing the highest quality products at an affordable price. We are a company with a purpose beyond profit and want to make a lasting difference in the World. We aim to provide clean, natural, and healthy products without compromising on the flavours and taste. We produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
